,Date,Average temperature (°F),Average humidity (%),Average dewpoint (°F),Average barometer (in),Average windspeed (mph),Average gustspeed (mph),Average direction (°deg),Rainfall for month (in),Rainfall for year (in),Maximum rain per minute,Maximum temperature (°F),Minimum temperature (°F),Maximum humidity (%),Minimum humidity (%),Maximum pressure,Minimum pressure,Maximum windspeed (mph),Maximum gust speed (mph),Maximum heat index (°F),Total Rain (in),Total Rain (mm)
4822,2019-03-16,,60,13.6,30.3,1.8,3.2,283,0.69,0.82,0.0,41.3,10.9,81.0,26.0,30.464,30.238000000000003,11.5,13.8,41.3,0.0,0.0
4823,2019-03-17,,56,15.0,30.2,3.1,5.2,283,0.69,0.82,0.0,44.6,13.1,85.0,23.0,30.321,30.184,12.7,17.3,44.6,0.0,0.0
4824,2019-03-18,,62,18.1,30.2,2.9,4.4,283,0.69,0.82,0.0,47.9,16.9,81.0,26.0,30.282,29.958000000000002,17.3,21.9,47.9,0.0,0.0
4825,2019-03-19,,48,9.4,30.2,3.3,5.2,283,0.69,0.82,0.0,43.6,20.2,85.0,14.0,30.285,29.99,16.1,24.2,43.6,0.0,0.0
4826,2019-03-20,,41,8.6,30.3,1.6,2.9,283,0.69,0.82,0.0,51.4,11.1,69.0,13.0,30.460,30.188000000000002,10.4,17.3,51.4,0.0,0.0
4827,2019-03-21,,53,16.1,30.1,1.5,2.8,283,0.69,0.82,0.0,49.8,18.1,78.0,21.0,30.272,29.881999999999998,8.1,12.7,49.8,0.0,0.0
4828,2019-03-22,,68,24.0,29.8,2.9,4.6,283,0.69,0.82,0.0,46.8,26.7,91.0,40.0,29.945,29.676,17.3,24.2,46.8,0.0,0.0
4829,2019-03-23,,41,15.7,29.8,10.7,15.5,283,0.71,0.84,0.01,46.1,33.7,50.0,29.0,29.924,29.683000000000003,21.9,32.2,46.1,0.02,0.508
4830,2019-03-24,,56,21.1,29.9,4.3,6.4,282,0.78,0.91,0.01,47.9,29.0,92.0,27.0,30.079,29.842,15.0,31.1,47.9,0.07,1.778
4831,2019-03-25,,45,12.8,30.2,6.4,9.7,282,0.79,0.92,0.01,48.8,24.5,92.0,14.0,30.275,30.05,23.0,38.0,48.8,0.01,0.254
4832,2019-03-26,,31,9.4,30.0,5.7,8.1,282,0.79,0.92,0.0,59.3,22.7,68.0,11.0,30.230,29.768,19.6,26.5,59.3,0.0,0.0
4833,2019-03-27,,31,17.1,29.7,6.0,8.5,282,0.79,0.92,0.0,63.7,30.9,63.0,12.0,29.947,29.594,20.7,34.5,63.7,0.0,0.0
4834,2019-03-28,,38,18.3,29.7,6.8,9.9,282,0.79,0.92,0.0,60.9,34.3,91.0,11.0,29.810,29.581999999999997,24.2,40.3,60.9,0.0,0.0
4835,2019-03-29,,69,23.7,29.8,5.0,7.9,283,0.79,0.92,0.0,48.2,25.4,93.0,21.0,30.036,29.616999999999997,20.7,32.2,48.2,0.0,0.0
4836,2019-03-30,,73,18.2,30.3,2.4,4.4,282,0.84,0.97,0.01,31.2,20.5,88.0,57.0,30.375,30.025,8.1,13.8,31.2,0.05,1.27
4837,2019-03-31,,58,16.4,30.2,1.9,3.5,283,0.84,0.97,0.0,43.1,14.9,78.0,33.0,30.419,30.058000000000003,9.2,17.3,43.1,0.0,0.0
4838,2019-04-01,,44,13.0,30.0,5.2,8.2,283,0.00,1.08,0.0,49.9,18.1,82.0,17.0,30.080,29.779,18.4,25.3,49.9,0.0,0.0
4839,2019-04-02,,83,29.4,29.9,2.5,3.8,282,0.08,1.16,0.01,39.6,28.8,90.0,69.0,29.960,29.785,10.4,12.7,39.6,0.08,2.032
4840,2019-04-03,,67,27.3,29.7,4.1,6.0,283,0.10,1.18,0.01,50.7,30.7,92.0,27.0,29.863,29.669,17.3,26.5,50.7,0.02,0.508
4841,2019-04-04,,46,23.4,29.8,6.3,9.0,283,0.10,1.18,0.0,53.9,30.9,87.0,30.0,29.969,29.743000000000002,16.1,26.5,53.9,0.0,0.0
4842,2019-04-05,,38,17.7,29.7,4.0,6.3,282,0.10,1.18,0.0,60.5,31.6,72.0,14.0,29.867,29.56,15.0,25.3,60.5,0.0,0.0
4843,2019-04-06,,42,21.3,29.7,6.1,9.1,282,0.10,1.18,0.0,58.1,31.2,64.0,24.0,29.756,29.6,24.2,35.7,58.1,0.0,0.0
4844,2019-04-07,,28,15.9,29.8,11.0,15.7,282,0.10,1.18,0.0,60.4,37.2,43.0,18.0,29.937,29.673000000000002,21.9,35.7,60.4,0.0,0.0
4845,2019-04-08,,29,20.3,29.8,7.9,11.8,282,0.10,1.18,0.0,64.7,43.2,43.0,16.0,29.903,29.721,18.4,33.4,64.7,0.0,0.0
4846,2019-04-09,,28,17.2,29.5,8.3,11.8,282,0.10,1.18,0.0,65.6,35.9,59.0,12.0,29.815,29.234,25.3,34.5,65.6,0.0,0.0
4847,2019-04-10,,78,24.9,29.4,5.2,8.3,282,0.23,1.31,0.01,49.6,19.2,93.0,33.0,29.745,29.105,18.4,34.5,49.6,0.13,3.302
4848,2019-04-11,,56,10.2,29.7,5.0,8.0,282,0.31,1.39,0.01,32.4,18.3,85.0,38.0,29.787,29.644000000000002,15.0,27.6,32.4,0.08,2.032
4849,2019-04-12,,69,15.4,29.8,3.0,5.0,283,0.35,1.43,0.01,33.4,12.6,82.0,45.0,29.993,29.693,11.5,18.4,33.4,0.04,1.016
4850,2019-04-13,,75,22.1,29.9,2.4,4.4,283,0.36,1.44,0.01,38.5,23.3,89.0,44.0,30.011,29.831,16.1,26.5,38.5,0.01,0.254
4851,2019-04-14,,38,17.9,29.6,12.6,18.7,282,0.36,1.44,0.0,50.8,32.8,47.0,28.0,29.834,29.406,29.9,42.6,50.8,0.0,0.0
4852,2019-04-15,,33,21.4,29.5,8.0,11.1,282,0.36,1.44,0.0,60.4,38.8,71.0,21.0,29.598,29.373,23.0,32.2,60.4,0.0,0.0
4853,2019-04-16,,55,27.8,29.6,3.4,5.4,282,0.36,1.44,0.0,59.5,31.2,86.0,20.0,29.673,29.429000000000002,13.8,19.6,59.5,0.0,0.0
4854,2019-04-17,,42,23.6,29.6,5.7,8.9,282,0.36,1.44,0.0,58.4,36.5,67.0,18.0,29.837,29.421999999999997,16.1,24.2,58.4,0.0,0.0
4855,2019-04-18,,35,18.3,29.9,5.8,9.6,282,0.36,1.44,0.0,57.6,32.9,62.0,19.0,29.999,29.779,16.1,31.1,57.6,0.0,0.0
4856,2019-04-19,,32,20.6,29.8,4.9,7.6,282,0.36,1.44,0.0,69.1,31.8,67.0,12.0,30.023,29.651999999999997,19.6,31.1,72.4,0.0,0.0
4857,2019-04-20,,30,19.5,29.6,5.9,8.7,282,0.36,1.44,0.0,69.4,33.7,64.0,10.0,29.766,29.371,23.0,34.5,71.7,0.0,0.0
4858,2019-04-21,,59,30.7,29.6,3.0,4.9,282,0.52,1.60,0.01,57.0,37.8,92.0,26.0,29.905,29.375,15.0,34.5,57.0,0.16,4.064
4859,2019-04-22,,89,33.9,30.1,3.3,5.2,281,0.52,1.60,0.0,40.2,35.0,93.0,76.0,30.144,29.834,9.2,19.6,40.2,0.0,0.0
4860,2019-04-23,,65,32.3,29.9,1.9,3.6,282,0.52,1.60,0.0,58.6,29.3,92.0,35.0,30.142,29.76,12.7,17.3,58.6,0.0,0.0
4861,2019-04-24,,56,29.0,29.8,2.6,4.3,282,0.53,1.61,0.01,63.9,29.5,88.0,23.0,29.871,29.648000000000003,18.4,20.7,63.9,0.01,0.254
4862,2019-04-25,,56,30.0,29.9,2.5,4.5,282,0.54,1.62,0.01,56.7,34.3,88.0,32.0,30.026,29.666999999999998,11.5,20.7,56.7,0.01,0.254
4863,2019-04-26,,53,27.8,29.7,7.7,11.3,282,0.73,1.81,0.02,67.3,27.9,89.0,18.0,30.004,29.403000000000002,24.2,32.2,67.3,0.19,4.8260000000000005
4864,2019-04-27,,45,27.4,29.6,10.4,15.6,282,0.73,1.81,0.0,58.1,39.8,78.0,26.0,29.694,29.4,29.9,48.3,58.1,0.0,0.0
4865,2019-04-28,,50,28.9,29.4,13.6,19.9,282,0.81,1.89,0.01,59.8,35.0,81.0,24.0,29.685,29.230999999999998,31.1,43.7,59.8,0.08,2.032
4866,2019-04-29,,85,22.3,30.0,2.1,3.7,282,0.82,1.90,0.01,35.0,21.3,91.0,77.0,30.112,29.685,10.4,12.7,35.0,0.01,0.254
4867,2019-04-30,,94,28.3,29.8,2.7,4.1,278,1.44,2.52,0.02,37.3,22.5,100.0,88.0,30.076,29.660999999999998,13.8,18.4,37.3,0.62,15.748
4868,2019-05-01,,71,25.0,29.8,6.6,10.0,282,0.17,2.69,0.01,41.6,27.9,100.0,35.0,30.040,29.664,19.6,33.4,41.6,0.17,4.3180000000000005
4869,2019-05-02,,53,20.1,29.9,5.2,7.7,282,0.17,2.69,0.0,50.5,25.8,84.0,22.0,30.099,29.747,18.4,28.8,50.5,0.0,0.0
4870,2019-05-03,,40,17.9,29.8,4.6,7.0,282,0.17,2.69,0.0,58.3,27.5,73.0,17.0,29.913,29.695,17.3,27.6,58.3,0.0,0.0
4871,2019-05-04,,44,20.4,29.8,4.2,6.2,282,0.17,2.69,0.0,60.1,25.8,75.0,19.0,29.879,29.570999999999998,20.7,27.6,60.1,0.0,0.0
4872,2019-05-05,,42,22.9,29.6,4.1,6.4,282,0.17,2.69,0.0,65.3,30.3,76.0,15.0,29.734,29.521,21.9,29.9,65.3,0.0,0.0
4873,2019-05-06,,57,33.6,29.6,3.8,6.0,282,0.17,2.69,0.0,65.0,34.0,89.0,17.0,29.794,29.517,15.0,20.7,65.0,0.0,0.0
4874,2019-05-07,,78,38.0,29.7,1.8,3.5,282,0.22,2.74,0.01,50.4,39.5,91.0,62.0,29.784,29.544,9.2,21.9,50.4,0.05,1.27
4875,2019-05-08,,88,32.3,29.8,1.6,3.1,283,0.43,2.95,0.01,42.3,29.3,94.0,72.0,30.023,29.607,11.5,17.3,42.3,0.21,5.334
4876,2019-05-09,,88,25.3,30.1,0.6,1.2,282,0.54,3.06,0.02,32.9,25.3,94.0,81.0,30.112,30.02,8.1,11.5,32.9,0.11,2.7939999999999996
4877,2019-05-10,,77,28.4,30.0,1.9,3.4,281,0.54,3.06,0.0,46.2,26.1,89.0,56.0,30.096,29.796,11.5,13.8,46.2,0.0,0.0
4878,2019-05-11,,56,24.7,29.8,3.9,6.3,282,0.55,3.07,0.01,59.3,28.2,91.0,20.0,29.962,29.673000000000002,27.6,39.1,59.3,0.01,0.254
4879,2019-05-12,,48,24.3,29.7,3.4,5.8,282,0.56,3.08,0.01,68.8,27.2,94.0,15.0,29.925,29.559,13.8,20.7,73.5,0.01,0.254
4880,2019-05-13,,35,25.2,29.6,5.2,8.0,282,0.56,3.08,0.0,71.5,35.0,73.0,15.0,29.698,29.533,24.2,34.5,74.8,0.0,0.0
4881,2019-05-14,,43,27.7,29.7,4.3,6.4,282,0.56,3.08,0.0,71.6,34.9,75.0,15.0,29.858,29.595,19.6,29.9,74.4,0.0,0.0
4882,2019-05-15,,42,29.1,29.7,4.2,6.4,282,0.56,3.08,0.0,73.9,33.7,82.0,16.0,29.842,29.506999999999998,19.6,26.5,75.5,0.0,0.0
4883,2019-05-16,,55,35.5,29.5,1.9,3.1,281,0.58,3.10,0.01,70.3,41.6,81.0,20.0,29.653,29.372,20.7,27.6,75.4,0.02,0.508
4884,2019-05-17,,56,30.3,29.4,6.9,10.2,282,0.62,3.14,0.01,61.5,37.3,81.0,23.0,29.511,29.243000000000002,23.0,36.8,61.5,0.04,1.016
4885,2019-05-18,,40,20.5,29.5,7.6,11.5,283,0.62,3.14,0.0,55.1,34.7,85.0,22.0,29.697,29.441999999999997,17.3,36.8,55.1,0.0,0.0
4886,2019-05-19,,81,31.8,29.7,3.6,5.7,282,0.73,3.25,0.01,48.9,32.4,92.0,51.0,29.814,29.655,16.1,19.6,48.9,0.11,2.7939999999999996
4887,2019-05-20,,91,29.9,29.7,1.9,3.5,279,0.89,3.41,0.01,35.6,29.1,94.0,83.0,29.806,29.605999999999998,6.9,19.6,35.6,0.16,4.064
4888,2019-05-21,,87,27.9,29.5,2.4,4.4,283,1.18,3.70,0.01,39.6,26.7,93.0,73.0,29.667,29.358,11.5,18.4,39.6,0.29,7.365999999999999
4889,2019-05-22,,86,29.9,29.7,2.3,4.1,283,1.25,3.77,0.01,38.2,29.3,93.0,76.0,29.978,29.433000000000003,9.2,18.4,38.2,0.07,1.778
4890,2019-05-23,,89,31.3,29.9,2.6,4.4,283,1.32,3.84,0.01,38.0,33.1,95.0,53.0,30.022,29.793000000000003,13.8,26.5,38.0,0.07,1.778
4891,2019-05-24,,37,21.0,29.7,10.2,15.1,283,1.32,3.84,0.0,57.8,37.9,55.0,22.0,29.858,29.613000000000003,25.3,33.4,57.8,0.0,0.0
4892,2019-05-25,,49,30.2,29.7,2.9,5.1,282,1.32,3.84,0.0,60.2,32.8,78.0,33.0,29.873,29.645,13.8,19.6,60.2,0.0,0.0
4893,2019-05-26,,66,37.2,29.7,2.5,4.4,283,1.35,3.87,0.01,65.8,31.9,91.0,21.0,29.821,29.421,12.7,19.6,65.8,0.03,0.7619999999999999
4894,2019-05-27,,79,37.4,29.6,2.4,4.1,283,1.59,4.11,0.01,54.1,33.7,93.0,51.0,29.632,29.468000000000004,13.8,19.6,54.1,0.24,6.095999999999999
4895,2019-05-28,,75,33.8,29.6,3.7,5.8,282,1.80,4.32,0.01,50.4,34.7,94.0,42.0,29.803,29.479,12.7,17.3,50.4,0.21,5.334
4896,2019-05-29,,67,31.0,29.9,1.8,3.5,282,1.80,4.32,0.0,51.9,32.8,88.0,40.0,29.977,29.779,13.8,19.6,51.9,0.0,0.0
4897,2019-05-30,,59,30.2,29.9,1.4,2.7,283,1.80,4.32,0.0,59.0,27.2,92.0,29.0,30.065,29.823,11.5,13.8,59.0,0.0,0.0
4898,2019-05-31,,56,32.2,29.9,2.8,4.8,283,1.80,4.32,0.0,66.6,31.0,90.0,20.0,30.007,29.735,16.1,24.2,66.5,0.0,0.0
4899,2019-06-01,,64,38.6,29.8,2.1,3.7,282,0.00,4.32,0.0,67.4,32.7,90.0,28.0,29.995,29.660999999999998,12.7,19.6,67.4,0.0,0.0
4900,2019-06-02,,59,39.0,29.7,4.1,5.2,283,0.00,4.32,0.0,73.2,39.2,92.0,23.0,29.829,29.543000000000003,13.8,21.9,77.4,0.0,0.0
4901,2019-06-03,,54,36.5,29.8,7.0,1.6,360,0.00,4.32,0.0,60.4,47.0,66.0,39.0,29.829,29.666,9.2,11.5,60.4,0.0,0.0
4902,2019-06-04,,49,33.7,29.7,3.1,5.0,282,0.00,4.32,0.0,72.7,37.9,82.0,18.0,29.996,29.655,16.1,27.6,76.6,0.0,0.0
4903,2019-06-05,,64,39.5,29.8,2.6,3.9,282,0.17,4.49,0.01,69.6,37.6,91.0,27.0,29.899,29.695999999999998,15.0,21.9,76.6,0.17,4.3180000000000005
4904,2019-06-06,,59,40.9,29.7,2.0,3.5,282,0.19,4.51,0.01,72.0,38.8,92.0,28.0,29.900,29.579,16.1,19.6,77.5,0.02,0.508
4905,2019-06-07,,54,38.0,29.6,4.0,6.0,281,0.20,4.52,0.01,75.4,39.3,90.0,19.0,29.756,29.401,18.4,32.2,76.9,0.01,0.254
4906,2019-06-08,,57,38.5,29.6,4.5,7.1,282,0.20,4.52,0.0,70.9,41.8,86.0,20.0,29.833,29.493000000000002,21.9,29.9,77.4,0.0,0.0
4907,2019-06-09,,69,34.8,30.1,2.7,5.0,282,0.26,4.58,0.01,54.7,37.3,91.0,47.0,30.340,29.826,10.4,16.1,54.7,0.06,1.5239999999999998
4908,2019-06-10,,49,28.5,30.1,2.2,3.9,282,0.26,4.58,0.0,70.8,28.7,91.0,11.0,30.382,29.851,13.8,19.6,76.3,0.0,0.0
4909,2019-06-11,,45,30.2,29.9,3.8,6.4,282,0.26,4.58,0.0,66.3,37.5,82.0,21.0,29.985,29.81,15.0,19.6,66.3,0.0,0.0
4910,2019-06-12,,60,40.0,29.9,2.0,3.8,281,0.26,4.58,0.0,65.8,41.1,88.0,40.0,30.088,29.816,9.2,19.6,65.8,0.0,0.0
4911,2019-06-13,,49,35.0,29.7,1.7,2.9,266,0.26,4.58,0.0,79.2,37.3,93.0,15.0,29.895,29.508000000000003,12.7,19.6,77.8,0.0,0.0
4912,2019-06-14,,41,35.8,29.5,4.5,6.9,265,0.31,4.63,0.01,77.0,49.8,100.0,21.0,29.614,29.381999999999998,21.9,35.7,77.2,0.05,1.27
4913,2019-06-15,,48,38.6,29.6,3.1,4.6,274,0.31,4.63,0.0,76.7,48.0,70.0,23.0,29.747,29.493000000000002,15.0,19.6,77.3,0.0,0.0
4914,2019-06-16,,66,42.3,29.7,2.0,3.3,271,0.31,4.63,0.0,73.7,40.9,88.0,27.0,29.799,29.57,12.7,19.6,77.5,0.0,0.0
4915,2019-06-17,,72,43.1,29.8,2.6,4.0,277,0.37,4.69,0.02,65.3,42.6,92.0,41.0,29.851,29.651,15.0,20.7,65.3,0.06,1.5239999999999998
4916,2019-06-18,,76,43.5,29.8,2.7,4.5,271,0.37,4.69,0.0,62.3,46.0,96.0,47.0,29.815,29.686,17.3,20.7,62.3,0.0,0.0
4917,2019-06-19,,42,36.0,29.5,6.9,10.9,265,0.37,4.69,0.0,72.4,45.0,83.0,22.0,29.768,29.338,21.9,33.4,77.1,0.0,0.0
4918,2019-06-20,,47,38.3,29.4,5.0,7.9,267,0.37,4.69,0.0,85.4,47.6,77.0,18.0,29.531,29.195999999999998,21.9,31.1,82.3,0.0,0.0
4919,2019-06-21,,68,38.4,29.6,3.6,5.9,262,0.37,4.69,0.0,53.4,41.1,83.0,50.0,29.868,29.320999999999998,13.8,31.1,53.4,0.0,0.0
4920,2019-06-22,,78,36.5,29.8,2.7,4.5,274,0.37,4.69,0.0,57.0,36.0,90.0,51.0,29.954,29.723000000000003,11.5,19.6,57.0,0.0,0.0
4921,2019-06-23,,65,31.9,29.9,3.6,6.1,268,0.37,4.69,0.0,53.7,31.2,89.0,41.0,29.954,29.744,12.7,24.2,53.7,0.0,0.0
4922,2019-06-24,,,,,,,,,,,,,,,,,,,,,
4923,2019-06-25,,,,,,,,,,,,,,,,,,,,,
4924,2019-06-26,,25,30.6,29.7,4.2,6.9,216,0.39,4.71,0.0,78.6,50.6,46.0,12.0,29.938,27.57,16.1,23.0,77.5,0.02,0.508
4925,2019-06-27,,38,32.7,29.8,4.0,6.6,216,0.39,4.71,0.0,81.3,40.6,79.0,14.0,29.824,29.635,17.3,25.3,79.3,0.0,0.0
4926,2019-06-28,,39,34.3,29.8,5.1,8.1,216,0.39,4.71,0.0,83.5,40.2,77.0,12.0,29.858,29.75,20.7,28.8,80.8,0.0,0.0
4927,2019-06-29,,44,41.6,29.8,3.6,5.8,216,0.39,4.71,0.0,83.0,47.4,76.0,19.0,29.829,29.703000000000003,13.8,23.0,80.7,0.0,0.0
4928,2019-06-30,,64,47.3,29.8,2.7,4.5,216,0.43,4.75,0.01,80.0,45.2,86.0,27.0,29.814,29.71,13.8,19.6,79.1,0.04,1.016
4929,2019-07-01,,70,50.3,29.7,2.2,3.9,216,0.05,4.80,0.01,75.5,50.0,90.0,32.0,29.785,29.685,17.3,24.2,77.5,0.05,1.27
4930,2019-07-02,,66,47.6,29.7,2.5,4.3,204,0.06,4.81,0.01,74.9,43.7,95.0,30.0,29.786,29.592,13.8,21.9,77.6,0.01,0.254
4931,2019-07-03,,48,40.3,29.6,4.2,6.6,216,0.08,4.83,0.01,81.2,46.6,89.0,14.0,29.687,29.463,15.0,21.9,79.3,0.02,0.508
4932,2019-07-04,,59,45.9,29.6,3.0,5.2,216,0.08,4.83,0.0,74.2,43.1,78.0,33.0,29.731,29.511999999999997,11.5,18.4,77.2,0.0,0.0
4933,2019-07-05,,69,48.8,29.8,3.2,5.4,216,0.08,4.83,0.0,73.2,41.3,92.0,49.0,29.951,29.72,13.8,19.6,77.0,0.0,0.0
4934,2019-07-06,,68,47.2,29.9,2.6,4.4,216,0.19,4.94,0.03,70.2,44.1,90.0,42.0,29.984,29.811999999999998,13.8,19.6,76.7,0.11,2.7939999999999996
4935,2019-07-07,,65,45.0,29.8,2.3,4.0,215,0.20,4.95,0.01,76.5,40.9,92.0,29.0,29.886,29.698,13.8,20.7,77.9,0.01,0.254
4936,2019-07-08,,58,44.0,29.6,4.2,6.7,216,0.21,4.96,0.01,72.8,45.1,90.0,30.0,29.708,29.574,18.4,33.4,77.5,0.01,0.254
4937,2019-07-09,,47,36.1,29.8,3.7,6.1,216,0.21,4.96,0.0,76.8,40.2,89.0,18.0,29.913,29.656,17.3,26.5,77.0,0.0,0.0
4938,2019-07-10,,59,45.1,29.9,2.7,4.7,216,0.21,4.96,0.0,74.5,40.9,89.0,36.0,29.995,29.896,12.7,16.1,77.5,0.0,0.0
4939,2019-07-11,,47,41.0,29.9,2.0,3.6,216,0.21,4.96,0.0,88.5,44.4,90.0,13.0,29.983,29.750999999999998,12.7,19.6,85.0,0.0,0.0
4940,2019-07-12,,50,42.6,29.8,2.8,4.6,215,0.22,4.97,0.01,82.8,47.5,80.0,20.0,29.807,29.701999999999998,16.1,26.5,80.6,0.01,0.254
4941,2019-07-13,,54,44.6,29.8,2.1,3.5,217,0.29,5.04,0.01,83.3,43.4,89.0,18.0,29.826,29.746,20.7,26.5,81.2,0.07,1.778
4942,2019-07-14,,52,46.4,29.7,3.8,6.3,231,0.31,5.06,0.01,79.2,50.1,84.0,30.0,29.788,29.693,16.1,23.0,78.9,0.02,0.508
4943,2019-07-15,,73,49.7,29.7,2.6,4.2,274,1.04,5.79,0.07,83.4,48.9,95.0,19.0,29.778,29.69,15.0,24.2,80.9,0.73,18.542
4944,2019-07-16,,64,47.3,29.7,3.2,5.2,235,1.06,5.81,0.01,82.8,43.8,97.0,22.0,29.758,29.604,20.7,31.1,80.5,0.02,0.508
4945,2019-07-17,,44,40.6,29.6,5.7,8.9,229,1.06,5.81,0.0,82.9,46.3,91.0,19.0,29.622,29.535999999999998,17.3,26.5,80.5,0.0,0.0
4946,2019-07-18,,34,31.7,29.6,5.5,8.5,225,1.06,5.81,0.0,84.7,41.8,79.0,12.0,29.630,29.528000000000002,18.4,26.5,81.6,0.0,0.0
4947,2019-07-19,,21,30.0,29.5,4.8,7.5,223,1.06,5.81,0.0,87.1,58.6,40.0,10.0,29.572,29.404,15.0,20.7,83.5,0.0,0.0
4948,2019-07-20,,56,45.4,29.6,2.9,5.1,52,1.41,6.16,0.13,82.5,51.6,95.0,14.0,29.775,29.444000000000003,12.7,20.7,80.4,0.35,8.889999999999997
4949,2019-07-21,,79,53.0,29.8,3.5,5.7,11,1.42,6.17,0.01,73.1,45.6,97.0,51.0,29.992,29.705,15.0,20.7,76.8,0.01,0.254
4950,2019-07-22,,79,52.9,30.0,2.2,3.8,341,1.43,6.18,0.01,70.9,50.8,97.0,48.0,30.023,29.893,13.8,19.6,75.6,0.01,0.254
4951,2019-07-23,,72,51.3,29.9,1.9,3.6,15,1.45,6.20,0.01,76.2,44.9,96.0,42.0,30.000,29.855,10.4,16.1,78.1,0.02,0.508
4952,2019-07-24,,70,48.9,29.8,2.7,4.5,244,1.71,6.46,0.02,83.8,44.0,96.0,23.0,29.910,29.718000000000004,13.8,21.9,81.4,0.26,6.604
4953,2019-07-25,,65,51.2,29.8,3.2,5.2,227,1.74,6.49,0.01,76.2,51.4,92.0,36.0,29.815,29.726,11.5,18.4,78.0,0.03,0.7619999999999999
4954,2019-07-26,,63,47.5,29.8,2.1,3.7,280,1.74,6.49,0.0,80.0,44.9,95.0,27.0,29.867,29.768,15.0,26.5,79.4,0.0,0.0
4955,2019-07-27,,66,49.4,29.8,3.1,5.1,249,2.06,6.81,0.01,75.8,51.2,94.0,37.0,29.873,29.721,17.3,23.0,77.9,0.32,8.128
4956,2019-07-28,,43,43.0,29.8,4.6,7.6,244,2.06,6.81,0.0,81.7,52.3,72.0,22.0,29.810,29.708000000000002,18.4,26.5,80.2,0.0,0.0
4957,2019-07-29,,45,38.1,29.8,2.3,4.0,178,2.06,6.81,0.0,83.0,42.2,84.0,12.0,29.846,29.708000000000002,13.8,19.6,80.6,0.0,0.0
4958,2019-07-30,,46,40.8,29.7,4.3,7.1,244,2.06,6.81,0.0,87.2,44.4,80.0,18.0,29.764,29.67,19.6,32.2,84.1,0.0,0.0
4959,2019-07-31,,41,44.2,29.7,4.1,6.6,251,2.06,6.81,0.0,80.6,59.9,68.0,22.0,29.761,29.643,16.1,21.9,79.7,0.0,0.0
4960,2019-08-01,,72,51.3,29.8,1.5,2.6,2,0.06,6.87,0.01,70.4,50.6,92.0,49.0,29.852,29.701,10.4,12.7,77.3,0.06,1.5239999999999998
4961,2019-08-02,,71,50.4,29.9,2.1,3.7,352,0.07,6.88,0.01,80.1,46.6,97.0,36.0,29.915,29.81,18.4,25.3,79.8,0.01,0.254
4962,2019-08-03,,54,44.0,29.8,1.8,3.5,53,0.07,6.88,0.0,82.3,45.2,96.0,19.0,29.935,29.785999999999998,12.7,19.6,80.5,0.0,0.0
4963,2019-08-04,,62,49.2,29.8,2.1,3.7,297,0.30,7.11,0.01,80.6,48.4,92.0,30.0,29.805,29.706999999999997,13.8,20.7,79.8,0.23,5.8420000000000005
4964,2019-08-05,,68,51.8,29.8,2.5,4.2,346,0.56,7.37,0.01,78.3,51.8,93.0,34.0,29.839,29.73,11.5,16.1,79.0,0.26,6.604
4965,2019-08-06,,56,45.1,29.8,2.2,3.9,288,0.57,7.38,0.01,85.9,46.0,97.0,17.0,29.856,29.67,12.7,17.3,82.7,0.01,0.254
4966,2019-08-07,,63,48.9,29.7,2.8,4.7,13,0.57,7.38,0.0,78.4,47.8,89.0,37.0,29.741,29.621,18.4,33.4,79.2,0.0,0.0
4967,2019-08-08,,78,52.8,29.7,1.7,3.1,340,0.60,7.41,0.01,70.5,51.7,93.0,51.0,29.767,29.680999999999997,15.0,20.7,77.0,0.03,0.7619999999999999
4968,2019-08-09,,52,46.7,29.7,4.0,6.3,225,0.61,7.42,0.01,82.1,51.8,92.0,22.0,29.754,29.587,15.0,21.9,80.4,0.01,0.254
4969,2019-08-10,,69,48.9,29.7,1.7,2.9,274,0.65,7.46,0.01,72.5,51.5,87.0,45.0,29.787,29.595,12.7,19.6,77.5,0.04,1.016
4970,2019-08-11,,75,48.4,29.8,3.0,4.9,246,0.72,7.53,0.01,66.3,49.0,92.0,47.0,29.820,29.683000000000003,13.8,23.0,66.3,0.07,1.778
4971,2019-08-12,,43,39.0,29.8,4.1,6.3,231,0.74,7.55,0.01,81.1,46.1,76.0,18.0,29.815,29.689,15.0,24.2,79.5,0.02,0.508
4972,2019-08-13,,47,36.5,29.8,3.7,6.3,258,0.74,7.55,0.0,83.5,40.7,87.0,10.0,29.878,29.735,17.3,26.5,80.8,0.0,0.0
4973,2019-08-14,,48,38.1,29.8,3.4,5.9,264,0.74,7.55,0.0,84.5,45.8,94.0,11.0,29.887,29.755,15.0,25.3,81.4,0.0,0.0
4974,2019-08-15,,38,33.0,29.7,4.6,7.7,265,0.74,7.55,0.0,82.8,40.3,80.0,12.0,29.814,29.674,24.2,39.1,80.2,0.0,0.0
4975,2019-08-16,,41,36.3,29.6,4.0,6.5,262,0.74,7.55,0.0,83.4,43.1,69.0,12.0,29.683,29.531999999999996,25.3,41.4,80.7,0.0,0.0
4976,2019-08-17,,46,36.7,29.6,5.0,8.1,238,0.75,7.56,0.01,76.5,40.8,80.0,22.0,29.666,29.545,23.0,34.5,77.1,0.01,0.254
4977,2019-08-18,,39,33.4,29.7,3.8,6.6,253,0.75,7.56,0.0,86.1,38.9,80.0,14.0,29.715,29.614,18.4,31.1,82.7,0.0,0.0
